328,Senate Tea Party candidates
329,"You have to split John and Meghan, the latter is doing OK"
330,barack obama
331,Rhee
332,Keith Olbermann or the Tea Party
333,The House Democrats
334,The American taxpayer
335,No reason to avoid the obvious: BHO
336,nancy pelosi
337,Rangel
338,president obama
339,Eric Massa
340,Eric Massa
341,Charlie Crist
342,Barrack Hussein Obama
343,President Obama
344,charlie Crist
345,me
346,Michael steel
347,"the people of the USA, this week and every week for the last 30 years of Reagonomics."
348,Barack Obama
349,Henry Waxman and George Miller
350,ACORN
351,President Barak  Obama
352,Bipartisanship
353,The middle class.
354,Barack Obama
355,Nancy Pelosi
356,Bipartisanship
357,Texas Senator Kay Bailey Hutchison
358,We citizens ... because lost the best Senator ever.... Sen Russ Feingold!!!
359,Martha Coakley
360,Washington Wizards
361,Adrian Fenty
362,Nancy Pelosi
363,Mack Brown (worst year anywhere)
364,charlie christ of fla
365,Progressives
366,Barack Obama
367,russ feingold
368,Tie between Pres. Osama and Pelosi.
369,Blue Dog Democrats
370,President Obama
371,"Mitch McConnell, because it only get harder and harder to obstruct govt. while pandering to all the upstarts who beat you"
372,charlie rangel
373,david shuster
374,President Obama's Mandate for Change
375,The Bush Tax Cuts
376,American Diplomats
377,Blanche Lincoln
378,Reactionary news cycles
379,Barack Obama
380,Gays in military
381,Obama - from Scott Brown to losing the House.   Obama ended the year with no message and completely without direction
382,Middle Class
383,Nancy Pelosi and the liberal/progressive agenda.
384,Southern Democrats
385,Charlie Crist
386,Eric Holder
387,Charlie Rangel
388,Tim Kaine
389,"President Obama, hands down."
390,Barack Obama
391,recent college graduates
392,Moderates
393,Taxpayer and unsubsidized business
394,Charlie Crist
395,Justice Clarence Thomas
396,Moderate Republicans
397,Those seeking unemployment funds
398,Alvin Greene
399,Rahm Emmanuel
400,Joe Miller
401,former President George W. Bush
402,Gov. Charlie Crist
403,Justice Elena Kagan
404,former Justice John Paul Stevens
405,former Gov. Sarah Palin
406,Online Privacy
407,Sen. Russ Feingold
408,Meg Whitman
409,Sen. Arlen Specter
410,Trey Greyson
411,WikiLeaks
412,State Secrets
413,President Barack Obama
414,The Tea Party
415,nancy pelosi
416,Mitch McConnell
417,Charlie Crist
418,Barack Obama
419,Democrats
420,Barack Obama
421,Sanity
422,Barack Obama
423,Eric Holder
424,chris van hollen
425,working poor
426,President Obama
427,Sen. Russ Feingold
428,Sen. Blanche Lincoln
429,Rep. Mike Castle
430,Sharron Angle
431,Barack Hussain Obama
432,Gen. McChrystal
433,Ivory billed woodpecker or Tom Delay
434,Adrian Fenty
435,The obama administration  especially Pelosi
436,The people who had the worst year are readers of the Washington Post who are subjected to the likes of morons like you and your nonsense.
437,BHO
438,BHO
439,BHO
440,Barack Obama
441,President Obama
442,obama
443,obama
444,obama
445,Obama
446,Don't know Davis
447,the workikng poor
448,Obama
449,barak obama
450,Sarah Palin will end the year on a negative note.  She's becomming one of them.
451,Barack Obama
452,Barak Obama
453,President Obama
454,US CITIZENS
455,The Working Poor
456,Albert Haynesworth
457,rep. charles rangel
458,President Obama
459,Obama
460,Obama
461,"Jim Zorn, Dan Snyder"
462,Not even wanted by his own party
463,Michelle Rhee
464,George W. Bush
465,Petraeus must now fight non winable war and Pelosi must fight non winable fight in congress both lose
466,Obamaq
467,Presidents Obama during election never listed his accomplishments.
468,DEMOCRATS in general
469,"Progressives. We thought we voted for Churchill, instead got Chamberlain."
470,STATE DEPARTMENT
471,Barack Obama
472,Obama
473,President Obama
474,The Washington Post
475,It was a tie they both were horrible.
476,School Children in the District
477,Obama
478,Nobel Peace Prize                                                                        Benjamin Netanyahu
479,Global Warming junk science                                                    Al Gore
480,Middle class vs. Republicans
481,Women's rights vs Conservatism
482,President Obama
483,"President Obama, by far.  Who cares about Palin?  Its the President, stupid.  His influence and popularity has waned in the US and globally!"
484,The American Citizen
485,President Obama
486,President Obama
487,president obama
488,"Tareq and Micheale Salahi, White House State Dinner crashers! They ease through White House security, un-noticed by multi-layered checks."
489,The working poor
490,Barack Obama
491,Robert Gibbs
492,The Poor
493,Daniel Snyder
494,Barack Obama
495,Ingmar Guandique
496,The (legal) American Citizens
497,Tea Party Republicans
498,Nancy Pelosi
499,Donovan McNabb or Gilbert Arenas
500,Maxine Watters
501,Charlie Rangel
502,President Obama
503,The Environment or Big Oil
504,Glenn Beck or John Stewart
505,"sorry, but a good ideA DO NOT NEED TO  BE FOR NTHE LENGHT."
506,Obama
507,"All U.S. Citizens.  ""Taxpayers"" implies that our only problem is taxes.  Our tax system is just one of many problems."
508,Obama
509,The American worker
510,Barack Obama
511,House Democrats
512,House Democrats
513,me
514,Barack Obama
515,the American worker
516,Nancy Pelosi
517,charlie rangel
518,The Democrats in Congress
519,Sarah Palin and the MSM
520,obama
521,Nancy Pelosi.
522,BOTH
523,The American People
524,Clarence and Ginny Thomas
525,Rep Charlie Rangel (D-NY)
526,Obama
527,President Obama
528,"Former Rep. Eric ""Tickle Me Elmo"" Massa (D-N.Y.)"
529,President Obama
530,stephanie herseth sandlin
531,joe miller
532,ken buck
533,Michelle Rhee
534,The Democratic Party
535,Obama on all accounts.
536,Nancy Pelosi
537,Senator Mitch McConnell - Lost at everything he tried.
538,Obama
539,Michelle Rhee
540,Rahm Emanuel
541,Pelosi
542,"Nancy Pelosi said ""We have to pass this bill to see whats in it.  If history is impartial she will be forever remembered as an idiot."
543,President Obama
544,michael steele
545,albert haynesworth
546,Obama
547,The media.
548,"Harry Reid, because he acccomplished so little."
549,The American Public
550,Gen. Petraeus - Bad for all of US
551,The American Taxpayer
552,Mitch mcConnel
553,bitchez
554,Nobody .   Major victories for American Citizens
555,barack obama
556,The American citizens
557,barak obama
558,Michael Steele
559,Obama
560,Mayor Adrian Fenty had the worst year in Washington
561,"The American people, but hopefully that will change due to the November election results."
562,President Obama
563,tom delay
564,President Obama
565,The American people.
566,facebook
567,Mayor Fenty
568,The American People
569,The American workers.
570,President Obama
571,"Add Senator Bennett and Congressman Castle, please."
572,Nancy Pelosi
573,Pres. Obama
574,The American public
575,The American public
576,President Obama
577,Michael Steele
578,marvinknight
579,sarah palin
580,DC school children -- for the focus on DC politics instead of on their achievement
581,isn't that DAVID Petreus?
582,Barack Obama
583,President Obama
584,The American People
585,House Democrats
586,Congressional Democrats
587,The American People
588,Obama
589,Adrian Fenty
590,Obama
591,President Obama Joe Biden
592,American citizens
593,Add your own idea here...adrian fenty
594,The American people who had unwanted laws forced on them by a radical Congress.
595,US voters
596,Barack Obama
597,The American People
598,Barak Obama
599,Nancy Pelosi
600,President Obama
601,"He always gets a bum rap in whatever he does, media is unmerciful, they love turmoil."
602,"Carter gets no respect for speaking the truth, and his words get twisted for a ""made up"" controversy."
603,"Gibbs seems to get nail whenever he speaks the Truth about the ""Professional Left"""
604,Barack Obama
605,McConnell tried to for use our warriors for political gain according to GW's book.
606,obama........
607,Obama
608,"He started a mean brawl, need I say more."
609,"If Gov. Charlie Crist wouldn't have switched party's, Meek could have made it a race, he could havewon the Fl Senate."
610,"Although praised for being a nice guy, he was irresponsibly compared to Rahm Emmanual to much in media."
611,"He was a good mayor, voters of DC were impatient."
612,Isn't his name David?
613,"He got burned by the over reaction to the firing of Ms Brown, Barton's comment about B/P got swept under the rug."
614,"Ms Zoe got a bum rap for bring in Steven Colbert, when in all, it was a good move to bring to light the unfairness of immigration."
615,President Obama
616,Barack Hussein Obama
617,American Citizens as they continue to lack responsible representation from their bought and paid for Congress.
618,President Obama
619,Barack Obama by far
620,Obama
621,"Vince Gray-he won election, but made promises he can't keep,"
622,tiger woods
623,Tim Geitner and Larry Summers
624,John McCain and Megan McCain
625,Adrian Fenty
626,President Obama
627,"Barack Obama, whose reward for doing a good job has been vilification."
628,nancy
629,Nancy Pelosi
630,"The Chosen One, who else?"
631,Charlie Rangel
632,Obama
633,Tim Kaine
634,Rep. Chris Van Hollen
635,Rep. Ike Skelton
636,Dan Snyder
637,Albert Haynesworth
638,Rep. James Oberstar
639,Rep. Artur Davis
640,Rep. Joe Barton
641,Tom Vilsack
642,Ken Buck
643,Rep. Alan Mollohan
644,Rep. Stephanie Herseth Sandlin
645,Rep. Brad Ellsworth
646,Rahm Emanuel
647,Jimmy Carter
648,Clarence Thomas
649,Rep. Zoe Lofgren
650,Elizabeth Birnbaum
651,John Pistole
652,John and Meghan McCain
653,Goldman Sachs
654,Nyjer Morgan
655,Vice President Biden
656,Rep. Michele Bachmann
657,Pete Rouse
658,Sen. Mitch McConnell
659,Gen. David Petraeus
660,Sarah Palin
661,Chris Cillizza
662,Gen. John Petraeus
663,Twitter
664,Katy Perry
665,John Boehner
